Wert;Label;Gemeinde;Kanton;Jahr
259;STEUERBELASTUNG;Mägenwil;AG;2018
197;ERREICHBARKEIT;Mägenwil;AG;2018
587;VERSORGUNG;Mägenwil;AG;2018
364;SICHERHEIT;Mägenwil;AG;2018
484;RANG;Morbio Inferiore;TI;2018
TI;KANTON;Morbio Inferiore;TI;2018
Morbio Inferiore;GEMEINDE;Morbio Inferiore;TI;2018
95;WOHNEN;Morbio Inferiore;TI;2018
705;ARBEITSMARKT;Morbio Inferiore;TI;2018
771;BEVÖLKERUNG;Morbio Inferiore;TI;2018
317;STEUERBELASTUNG;Morbio Inferiore;TI;2018
178;ERREICHBARKEIT;Morbio Inferiore;TI;2018
187;VERSORGUNG;Morbio Inferiore;TI;2018
765;SICHERHEIT;Morbio Inferiore;TI;2018
485;RANG;Merenschwand;AG;2018
AG;KANTON;Merenschwand;AG;2018
Merenschwand;GEMEINDE;Merenschwand;AG;2018
869;WOHNEN;Merenschwand;AG;2018
535;ARBEITSMARKT;Merenschwand;AG;2018
345;BEVÖLKERUNG;Merenschwand;AG;2018
269;STEUERBELASTUNG;Merenschwand;AG;2018
559;ERREICHBARKEIT;Merenschwand;AG;2018
911;VERSORGUNG;Merenschwand;AG;2018
4;SICHERHEIT;Merenschwand;AG;2018
486;RANG;Elgg;ZH;2018
ZH;KANTON;Elgg;ZH;2018
Elgg;GEMEINDE;Elgg;ZH;2018
622;WOHNEN;Elgg;ZH;2018
594;ARBEITSMARKT;Elgg;ZH;2018
249;BEVÖLKERUNG;Elgg;ZH;2018
242;STEUERBELASTUNG;Elgg;ZH;2018
487;ERREICHBARKEIT;Elgg;ZH;2018
418;VERSORGUNG;Elgg;ZH;2018
725;SICHERHEIT;Elgg;ZH;2018
486;RANG;Arbedo-Castione;TI;2018
TI;KANTON;Arbedo-Castione;TI;2018
Arbedo-Castione;GEMEINDE;Arbedo-Castione;TI;2018
250;WOHNEN;Arbedo-Castione;TI;2018
357;ARBEITSMARKT;Arbedo-Castione;TI;2018
559;BEVÖLKERUNG;Arbedo-Castione;TI;2018
308;STEUERBELASTUNG;Arbedo-Castione;TI;2018
158;ERREICHBARKEIT;Arbedo-Castione;TI;2018
64;VERSORGUNG;Arbedo-Castione;TI;2018
675;SICHERHEIT;Arbedo-Castione;TI;2018
488;RANG;Langendorf;SO;2018
SO;KANTON;Langendorf;SO;2018
Langendorf;GEMEINDE;Langendorf;SO;2018
630;WOHNEN;Langendorf;SO;2018
465;ARBEITSMARKT;Langendorf;SO;2018
598;BEVÖLKERUNG;Langendorf;SO;2018
765;STEUERBELASTUNG;Langendorf;SO;2018
285;ERREICHBARKEIT;Langendorf;SO;2018
401;VERSORGUNG;Langendorf;SO;2018
348;SICHERHEIT;Langendorf;SO;2018
489;RANG;Peseux;NE;2018
NE;KANTON;Peseux;NE;2018
Peseux;GEMEINDE;Peseux;NE;2018
703;WOHNEN;Peseux;NE;2018
366;ARBEITSMARKT;Peseux;NE;2018
734;BEVÖLKERUNG;Peseux;NE;2018
916;STEUERBELASTUNG;Peseux;NE;2018
518;ERREICHBARKEIT;Peseux;NE;2018
222;VERSORGUNG;Peseux;NE;2018
696;SICHERHEIT;Peseux;NE;2018
490;RANG;Zihlschlacht-Sitterdorf;TG;2018
TG;KANTON;Zihlschlacht-Sitterdorf;TG;2018
Zihlschlacht-Sitterdorf;GEMEINDE;Zihlschlacht-Sitterdorf;TG;2018
169;WOHNEN;Zihlschlacht-Sitterdorf;TG;2018
370;ARBEITSMARKT;Zihlschlacht-Sitterdorf;TG;2018
126;BEVÖLKERUNG;Zihlschlacht-Sitterdorf;TG;2018
383;STEUERBELASTUNG;Zihlschlacht-Sitterdorf;TG;2018
651;ERREICHBARKEIT;Zihlschlacht-Sitterdorf;TG;2018
527;VERSORGUNG;Zihlschlacht-Sitterdorf;TG;2018
303;SICHERHEIT;Zihlschlacht-Sitterdorf;TG;2018
491;RANG;Appenzell;AI;2018
AI;KANTON;Appenzell;AI;2018
Appenzell;GEMEINDE;Appenzell;AI;2018
26;WOHNEN;Appenzell;AI;2018
793;ARBEITSMARKT;Appenzell;AI;2018
417;BEVÖLKERUNG;Appenzell;AI;2018
72;STEUERBELASTUNG;Appenzell;AI;2018
870;ERREICHBARKEIT;Appenzell;AI;2018
36;VERSORGUNG;Appenzell;AI;2018
29;SICHERHEIT;Appenzell;AI;2018
492;RANG;Belp;BE;2018
BE;KANTON;Belp;BE;2018
Belp;GEMEINDE;Belp;BE;2018
585;WOHNEN;Belp;BE;2018
514;ARBEITSMARKT;Belp;BE;2018
707;BEVÖLKERUNG;Belp;BE;2018
670;STEUERBELASTUNG;Belp;BE;2018
236;ERREICHBARKEIT;Belp;BE;2018
197;VERSORGUNG;Belp;BE;2018
795;SICHERHEIT;Belp;BE;2018
493;RANG;Unterseen;BE;2018
BE;KANTON;Unterseen;BE;2018
Unterseen;GEMEINDE;Unterseen;BE;2018
107;WOHNEN;Unterseen;BE;2018
354;ARBEITSMARKT;Unterseen;BE;2018
788;BEVÖLKERUNG;Unterseen;BE;2018
862;STEUERBELASTUNG;Unterseen;BE;2018
433;ERREICHBARKEIT;Unterseen;BE;2018
573;VERSORGUNG;Unterseen;BE;2018
509;SICHERHEIT;Unterseen;BE;2018
494;RANG;Thun;BE;2018
BE;KANTON;Thun;BE;2018
Thun;GEMEINDE;Thun;BE;2018
280;WOHNEN;Thun;BE;2018
498;ARBEITSMARKT;Thun;BE;2018
867;BEVÖLKERUNG;Thun;BE;2018
853;STEUERBELASTUNG;Thun;BE;2018
35;ERREICHBARKEIT;Thun;BE;2018
105;VERSORGUNG;Thun;BE;2018
389;SICHERHEIT;Thun;BE;2018
495;RANG;Vacallo;TI;2018
TI;KANTON;Vacallo;TI;2018
Vacallo;GEMEINDE;Vacallo;TI;2018
477;WOHNEN;Vacallo;TI;2018
466;ARBEITSMARKT;Vacallo;TI;2018
471;BEVÖLKERUNG;Vacallo;TI;2018
284;STEUERBELASTUNG;Vacallo;TI;2018
183;ERREICHBARKEIT;Vacallo;TI;2018
525;VERSORGUNG;Vacallo;TI;2018
765;SICHERHEIT;Vacallo;TI;2018
496;RANG;Walzenhausen;AR;2018
AR;KANTON;Walzenhausen;AR;2018
Walzenhausen;GEMEINDE;Walzenhausen;AR;2018
101;WOHNEN;Walzenhausen;AR;2018
800;ARBEITSMARKT;Walzenhausen;AR;2018
665;BEVÖLKERUNG;Walzenhausen;AR;2018
457;STEUERBELASTUNG;Walzenhausen;AR;2018
855;ERREICHBARKEIT;Walzenhausen;AR;2018
160;VERSORGUNG;Walzenhausen;AR;2018
32;SICHERHEIT;Walzenhausen;AR;2018
497;RANG;Sargans;SG;2018
SG;KANTON;Sargans;SG;2018
Sargans;GEMEINDE;Sargans;SG;2018
520;WOHNEN;Sargans;SG;2018
301;ARBEITSMARKT;Sargans;SG;2018
679;BEVÖLKERUNG;Sargans;SG;2018
636;STEUERBELASTUNG;Sargans;SG;2018
727;ERREICHBARKEIT;Sargans;SG;2018
205;VERSORGUNG;Sargans;SG;2018
445;SICHERHEIT;Sargans;SG;2018
498;RANG;Berneck;SG;2018
SG;KANTON;Berneck;SG;2018
Berneck;GEMEINDE;Berneck;SG;2018
482;WOHNEN;Berneck;SG;2018
433;ARBEITSMARKT;Berneck;SG;2018
165;BEVÖLKERUNG;Berneck;SG;2018
280;STEUERBELASTUNG;Berneck;SG;2018
670;ERREICHBARKEIT;Berneck;SG;2018
920;VERSORGUNG;Berneck;SG;2018
585;SICHERHEIT;Berneck;SG;2018
499;RANG;Matzingen;TG;2018
TG;KANTON;Matzingen;TG;2018
Matzingen;GEMEINDE;Matzingen;TG;2018
707;WOHNEN;Matzingen;TG;2018
561;ARBEITSMARKT;Matzingen;TG;2018
514;BEVÖLKERUNG;Matzingen;TG;2018
482;STEUERBELASTUNG;Matzingen;TG;2018
402;ERREICHBARKEIT;Matzingen;TG;2018
672;VERSORGUNG;Matzingen;TG;2018
597;SICHERHEIT;Matzingen;TG;2018
500;RANG;Othmarsingen;AG;2018
AG;KANTON;Othmarsingen;AG;2018
Othmarsingen;GEMEINDE;Othmarsingen;AG;2018
575;WOHNEN;Othmarsingen;AG;2018
485;ARBEITSMARKT;Othmarsingen;AG;2018
482;BEVÖLKERUNG;Othmarsingen;AG;2018
377;STEUERBELASTUNG;Othmarsingen;AG;2018
208;ERREICHBARKEIT;Othmarsingen;AG;2018
220;VERSORGUNG;Othmarsingen;AG;2018
260;SICHERHEIT;Othmarsingen;AG;2018
500;RANG;Schaffhausen;SH;2018
SH;KANTON;Schaffhausen;SH;2018
Schaffhausen;GEMEINDE;Schaffhausen;SH;2018
567;WOHNEN;Schaffhausen;SH;2018
596;ARBEITSMARKT;Schaffhausen;SH;2018
740;BEVÖLKERUNG;Schaffhausen;SH;2018
537;STEUERBELASTUNG;Schaffhausen;SH;2018
193;ERREICHBARKEIT;Schaffhausen;SH;2018
80;VERSORGUNG;Schaffhausen;SH;2018
776;SICHERHEIT;Schaffhausen;SH;2018
502;RANG;Saint-Cergue;VD;2018
VD;KANTON;Saint-Cergue;VD;2018
Saint-Cergue;GEMEINDE;Saint-Cergue;VD;2018
176;WOHNEN;Saint-Cergue;VD;2018
434;ARBEITSMARKT;Saint-Cergue;VD;2018
336;BEVÖLKERUNG;Saint-Cergue;VD;2018
657;STEUERBELASTUNG;Saint-Cergue;VD;2018
829;ERREICHBARKEIT;Saint-Cergue;VD;2018
226;VERSORGUNG;Saint-Cergue;VD;2018
743;SICHERHEIT;Saint-Cergue;VD;2018
503;RANG;Bad Zurzach;AG;2018
AG;KANTON;Bad Zurzach;AG;2018
Bad Zurzach;GEMEINDE;Bad Zurzach;AG;2018
751;WOHNEN;Bad Zurzach;AG;2018
665;ARBEITSMARKT;Bad Zurzach;AG;2018
849;BEVÖLKERUNG;Bad Zurzach;AG;2018
471;STEUERBELASTUNG;Bad Zurzach;AG;2018
764;ERREICHBARKEIT;Bad Zurzach;AG;2018
81;VERSORGUNG;Bad Zurzach;AG;2018
157;SICHERHEIT;Bad Zurzach;AG;2018
504;RANG;Losone;TI;2018
TI;KANTON;Losone;TI;2018
Losone;GEMEINDE;Losone;TI;2018
717;WOHNEN;Losone;TI;2018
447;ARBEITSMARKT;Losone;TI;2018
699;BEVÖLKERUNG;Losone;TI;2018
284;STEUERBELASTUNG;Losone;TI;2018
741;ERREICHBARKEIT;Losone;TI;2018
568;VERSORGUNG;Losone;TI;2018
622;SICHERHEIT;Losone;TI;2018
505;RANG;Oberdorf (NW);NW;2018
NW;KANTON;Oberdorf (NW);NW;2018
Oberdorf (NW);GEMEINDE;Oberdorf (NW);NW;2018
240;WOHNEN;Oberdorf (NW);NW;2018
677;ARBEITSMARKT;Oberdorf (NW);NW;2018
390;BEVÖLKERUNG;Oberdorf (NW);NW;2018
30;STEUERBELASTUNG;Oberdorf (NW);NW;2018
637;ERREICHBARKEIT;Oberdorf (NW);NW;2018
753;VERSORGUNG;Oberdorf (NW);NW;2018
121;SICHERHEIT;Oberdorf (NW);NW;2018
506;RANG;Attalens;FR;2018
FR;KANTON;Attalens;FR;2018
Attalens;GEMEINDE;Attalens;FR;2018
685;WOHNEN;Attalens;FR;2018
307;ARBEITSMARKT;Attalens;FR;2018
91;BEVÖLKERUNG;Attalens;FR;2018
607;STEUERBELASTUNG;Attalens;FR;2018
466;ERREICHBARKEIT;Attalens;FR;2018
599;VERSORGUNG;Attalens;FR;2018
385;SICHERHEIT;Attalens;FR;2018
507;RANG;Orbe;VD;2018
VD;KANTON;Orbe;VD;2018
Orbe;GEMEINDE;Orbe;VD;2018
756;WOHNEN;Orbe;VD;2018
260;ARBEITSMARKT;Orbe;VD;2018
666;BEVÖLKERUNG;Orbe;VD;2018
756;STEUERBELASTUNG;Orbe;VD;2018
546;ERREICHBARKEIT;Orbe;VD;2018
40;VERSORGUNG;Orbe;VD;2018
856;SICHERHEIT;Orbe;VD;2018
508;RANG;Bauma;ZH;2018
ZH;KANTON;Bauma;ZH;2018
Bauma;GEMEINDE;Bauma;ZH;2018
780;WOHNEN;Bauma;ZH;2018
484;ARBEITSMARKT;Bauma;ZH;2018
599;BEVÖLKERUNG;Bauma;ZH;2018
171;STEUERBELASTUNG;Bauma;ZH;2018
772;ERREICHBARKEIT;Bauma;ZH;2018
26;VERSORGUNG;Bauma;ZH;2018
475;SICHERHEIT;Bauma;ZH;2018
509;RANG;Münchenbuchsee;BE;2018
BE;KANTON;Münchenbuchsee;BE;2018
Münchenbuchsee;GEMEINDE;Münchenbuchsee;BE;2018
165;WOHNEN;Münchenbuchsee;BE;2018
564;ARBEITSMARKT;Münchenbuchsee;BE;2018
683;BEVÖLKERUNG;Münchenbuchsee;BE;2018
814;STEUERBELASTUNG;Münchenbuchsee;BE;2018
156;ERREICHBARKEIT;Münchenbuchsee;BE;2018
411;VERSORGUNG;Münchenbuchsee;BE;2018
795;SICHERHEIT;Münchenbuchsee;BE;2018
510;RANG;Kemmental;TG;2018
TG;KANTON;Kemmental;TG;2018
Kemmental;GEMEINDE;Kemmental;TG;2018
346;WOHNEN;Kemmental;TG;2018
260;ARBEITSMARKT;Kemmental;TG;2018
300;BEVÖLKERUNG;Kemmental;TG;2018
366;STEUERBELASTUNG;Kemmental;TG;2018
558;ERREICHBARKEIT;Kemmental;TG;2018
414;VERSORGUNG;Kemmental;TG;2018
652;SICHERHEIT;Kemmental;TG;2018
511;RANG;Lohn-Ammannsegg;SO;2018
SO;KANTON;Lohn-Ammannsegg;SO;2018
Lohn-Ammannsegg;GEMEINDE;Lohn-Ammannsegg;SO;2018
324;WOHNEN;Lohn-Ammannsegg;SO;2018
550;ARBEITSMARKT;Lohn-Ammannsegg;SO;2018
118;BEVÖLKERUNG;Lohn-Ammannsegg;SO;2018
608;STEUERBELASTUNG;Lohn-Ammannsegg;SO;2018
434;ERREICHBARKEIT;Lohn-Ammannsegg;SO;2018
848;VERSORGUNG;Lohn-Ammannsegg;SO;2018
213;SICHERHEIT;Lohn-Ammannsegg;SO;2018
512;RANG;Laufen;BL;2018
BL;KANTON;Laufen;BL;2018
Laufen;GEMEINDE;Laufen;BL;2018
528;WOHNEN;Laufen;BL;2018
550;ARBEITSMARKT;Laufen;BL;2018
708;BEVÖLKERUNG;Laufen;BL;2018
552;STEUERBELASTUNG;Laufen;BL;2018
394;ERREICHBARKEIT;Laufen;BL;2018
309;VERSORGUNG;Laufen;BL;2018
387;SICHERHEIT;Laufen;BL;2018
513;RANG;Jorat-Mézières;VD;2018
VD;KANTON;Jorat-Mézières;VD;2018
Jorat-Mézières;GEMEINDE;Jorat-Mézières;VD;2018
109;WOHNEN;Jorat-Mézières;VD;2018
532;ARBEITSMARKT;Jorat-Mézières;VD;2018
121;BEVÖLKERUNG;Jorat-Mézières;VD;2018
787;STEUERBELASTUNG;Jorat-Mézières;VD;2018
260;ERREICHBARKEIT;Jorat-Mézières;VD;2018
703;VERSORGUNG;Jorat-Mézières;VD;2018
234;SICHERHEIT;Jorat-Mézières;VD;2018
514;RANG;La Neuveville;BE;2018
BE;KANTON;La Neuveville;BE;2018
La Neuveville;GEMEINDE;La Neuveville;BE;2018
354;WOHNEN;La Neuveville;BE;2018
638;ARBEITSMARKT;La Neuveville;BE;2018
574;BEVÖLKERUNG;La Neuveville;BE;2018
827;STEUERBELASTUNG;La Neuveville;BE;2018
636;ERREICHBARKEIT;La Neuveville;BE;2018
218;VERSORGUNG;La Neuveville;BE;2018
604;SICHERHEIT;La Neuveville;BE;2018
515;RANG;Capriasca;TI;2018
TI;KANTON;Capriasca;TI;2018
Capriasca;GEMEINDE;Capriasca;TI;2018
104;WOHNEN;Capriasca;TI;2018
337;ARBEITSMARKT;Capriasca;TI;2018
483;BEVÖLKERUNG;Capriasca;TI;2018
344;STEUERBELASTUNG;Capriasca;TI;2018
521;ERREICHBARKEIT;Capriasca;TI;2018
488;VERSORGUNG;Capriasca;TI;2018
632;SICHERHEIT;Capriasca;TI;2018
516;RANG;Hunzenschwil;AG;2018
AG;KANTON;Hunzenschwil;AG;2018
Hunzenschwil;GEMEINDE;Hunzenschwil;AG;2018
754;WOHNEN;Hunzenschwil;AG;2018
631;ARBEITSMARKT;Hunzenschwil;AG;2018
420;BEVÖLKERUNG;Hunzenschwil;AG;2018
319;STEUERBELASTUNG;Hunzenschwil;AG;2018
129;ERREICHBARKEIT;Hunzenschwil;AG;2018
150;VERSORGUNG;Hunzenschwil;AG;2018
260;SICHERHEIT;Hunzenschwil;AG;2018
517;RANG;Bätterkinden;BE;2018
BE;KANTON;Bätterkinden;BE;2018
Bätterkinden;GEMEINDE;Bätterkinden;BE;2018
661;WOHNEN;Bätterkinden;BE;2018
599;ARBEITSMARKT;Bätterkinden;BE;2018
581;BEVÖLKERUNG;Bätterkinden;BE;2018
802;STEUERBELASTUNG;Bätterkinden;BE;2018
454;ERREICHBARKEIT;Bätterkinden;BE;2018
173;VERSORGUNG;Bätterkinden;BE;2018
273;SICHERHEIT;Bätterkinden;BE;2018
518;RANG;Chiasso;TI;2018
TI;KANTON;Chiasso;TI;2018
Chiasso;GEMEINDE;Chiasso;TI;2018
51;WOHNEN;Chiasso;TI;2018
750;ARBEITSMARKT;Chiasso;TI;2018
910;BEVÖLKERUNG;Chiasso;TI;2018
257;STEUERBELASTUNG;Chiasso;TI;2018
44;ERREICHBARKEIT;Chiasso;TI;2018
27;VERSORGUNG;Chiasso;TI;2018
765;SICHERHEIT;Chiasso;TI;2018
519;RANG;Terre Di Pedemonte;TI;2018
TI;KANTON;Terre Di Pedemonte;TI;2018
Terre Di Pedemonte;GEMEINDE;Terre Di Pedemonte;TI;2018
248;WOHNEN;Terre Di Pedemonte;TI;2018
383;ARBEITSMARKT;Terre Di Pedemonte;TI;2018
339;BEVÖLKERUNG;Terre Di Pedemonte;TI;2018
344;STEUERBELASTUNG;Terre Di Pedemonte;TI;2018
608;ERREICHBARKEIT;Terre Di Pedemonte;TI;2018
379;VERSORGUNG;Terre Di Pedemonte;TI;2018
622;SICHERHEIT;Terre Di Pedemonte;TI;2018
520;RANG;Fischenthal;ZH;2018
ZH;KANTON;Fischenthal;ZH;2018
Fischenthal;GEMEINDE;Fischenthal;ZH;2018
886;WOHNEN;Fischenthal;ZH;2018
407;ARBEITSMARKT;Fischenthal;ZH;2018
451;BEVÖLKERUNG;Fischenthal;ZH;2018
296;STEUERBELASTUNG;Fischenthal;ZH;2018
698;ERREICHBARKEIT;Fischenthal;ZH;2018
82;VERSORGUNG;Fischenthal;ZH;2018
540;SICHERHEIT;Fischenthal;ZH;2018
521;RANG;Goldach;SG;2018
SG;KANTON;Goldach;SG;2018
Goldach;GEMEINDE;Goldach;SG;2018
670;WOHNEN;Goldach;SG;2018
641;ARBEITSMARKT;Goldach;SG;2018
715;BEVÖLKERUNG;Goldach;SG;2018
443;STEUERBELASTUNG;Goldach;SG;2018
462;ERREICHBARKEIT;Goldach;SG;2018
442;VERSORGUNG;Goldach;SG;2018
566;SICHERHEIT;Goldach;SG;2018
522;RANG;Murten;FR;2018
FR;KANTON;Murten;FR;2018
Murten;GEMEINDE;Murten;FR;2018
330;WOHNEN;Murten;FR;2018
564;ARBEITSMARKT;Murten;FR;2018
396;BEVÖLKERUNG;Murten;FR;2018
467;STEUERBELASTUNG;Murten;FR;2018
659;ERREICHBARKEIT;Murten;FR;2018
341;VERSORGUNG;Murten;FR;2018
645;SICHERHEIT;Murten;FR;2018
523;RANG;Schafisheim;AG;2018
AG;KANTON;Schafisheim;AG;2018
Schafisheim;GEMEINDE;Schafisheim;AG;2018
177;WOHNEN;Schafisheim;AG;2018
674;ARBEITSMARKT;Schafisheim;AG;2018
434;BEVÖLKERUNG;Schafisheim;AG;2018
292;STEUERBELASTUNG;Schafisheim;AG;2018
219;ERREICHBARKEIT;Schafisheim;AG;2018
586;VERSORGUNG;Schafisheim;AG;2018
260;SICHERHEIT;Schafisheim;AG;2018
524;RANG;Ostermundigen;BE;2018
BE;KANTON;Ostermundigen;BE;2018
Ostermundigen;GEMEINDE;Ostermundigen;BE;2018
779;WOHNEN;Ostermundigen;BE;2018
418;ARBEITSMARKT;Ostermundigen;BE;2018
813;BEVÖLKERUNG;Ostermundigen;BE;2018
836;STEUERBELASTUNG;Ostermundigen;BE;2018
92;ERREICHBARKEIT;Ostermundigen;BE;2018
432;VERSORGUNG;Ostermundigen;BE;2018
795;SICHERHEIT;Ostermundigen;BE;2018
525;RANG;Mont-Vully;FR;2018
FR;KANTON;Mont-Vully;FR;2018
Mont-Vully;GEMEINDE;Mont-Vully;FR;2018
464;WOHNEN;Mont-Vully;FR;2018
638;ARBEITSMARKT;Mont-Vully;FR;2018
113;BEVÖLKERUNG;Mont-Vully;FR;2018
448;STEUERBELASTUNG;Mont-Vully;FR;2018
762;ERREICHBARKEIT;Mont-Vully;FR;2018
131;VERSORGUNG;Mont-Vully;FR;2018
645;SICHERHEIT;Mont-Vully;FR;2018
526;RANG;Vouvry;VS;2018
VS;KANTON;Vouvry;VS;2018
Vouvry;GEMEINDE;Vouvry;VS;2018
604;WOHNEN;Vouvry;VS;2018
257;ARBEITSMARKT;Vouvry;VS;2018
611;BEVÖLKERUNG;Vouvry;VS;2018
562;STEUERBELASTUNG;Vouvry;VS;2018
483;ERREICHBARKEIT;Vouvry;VS;2018
706;VERSORGUNG;Vouvry;VS;2018
688;SICHERHEIT;Vouvry;VS;2018
527;RANG;Cadenazzo;TI;2018
TI;KANTON;Cadenazzo;TI;2018
Cadenazzo;GEMEINDE;Cadenazzo;TI;2018
326;WOHNEN;Cadenazzo;TI;2018
192;ARBEITSMARKT;Cadenazzo;TI;2018
792;BEVÖLKERUNG;Cadenazzo;TI;2018
317;STEUERBELASTUNG;Cadenazzo;TI;2018
478;ERREICHBARKEIT;Cadenazzo;TI;2018
833;VERSORGUNG;Cadenazzo;TI;2018
675;SICHERHEIT;Cadenazzo;TI;2018
527;RANG;Frick;AG;2018
AG;KANTON;Frick;AG;2018
Frick;GEMEINDE;Frick;AG;2018
562;WOHNEN;Frick;AG;2018
656;ARBEITSMARKT;Frick;AG;2018
469;BEVÖLKERUNG;Frick;AG;2018
292;STEUERBELASTUNG;Frick;AG;2018
550;ERREICHBARKEIT;Frick;AG;2018
97;VERSORGUNG;Frick;AG;2018
105;SICHERHEIT;Frick;AG;2018
529;RANG;Schüpfen;BE;2018
BE;KANTON;Schüpfen;BE;2018
Schüpfen;GEMEINDE;Schüpfen;BE;2018
605;WOHNEN;Schüpfen;BE;2018
513;ARBEITSMARKT;Schüpfen;BE;2018
729;BEVÖLKERUNG;Schüpfen;BE;2018
842;STEUERBELASTUNG;Schüpfen;BE;2018
139;ERREICHBARKEIT;Schüpfen;BE;2018
300;VERSORGUNG;Schüpfen;BE;2018
213;SICHERHEIT;Schüpfen;BE;2018
530;RANG;Milvignes;NE;2018
NE;KANTON;Milvignes;NE;2018
Milvignes;GEMEINDE;Milvignes;NE;2018
681;WOHNEN;Milvignes;NE;2018
443;ARBEITSMARKT;Milvignes;NE;2018
478;BEVÖLKERUNG;Milvignes;NE;2018
893;STEUERBELASTUNG;Milvignes;NE;2018
495;ERREICHBARKEIT;Milvignes;NE;2018
227;VERSORGUNG;Milvignes;NE;2018
696;SICHERHEIT;Milvignes;NE;2018
531;RANG;Schüpfheim;LU;2018
LU;KANTON;Schüpfheim;LU;2018
Schüpfheim;GEMEINDE;Schüpfheim;LU;2018
459;WOHNEN;Schüpfheim;LU;2018
323;ARBEITSMARKT;Schüpfheim;LU;2018
689;BEVÖLKERUNG;Schüpfheim;LU;2018
524;STEUERBELASTUNG;Schüpfheim;LU;2018
846;ERREICHBARKEIT;Schüpfheim;LU;2018
775;VERSORGUNG;Schüpfheim;LU;2018
20;SICHERHEIT;Schüpfheim;LU;2018
532;RANG;Ehrendingen;AG;2018
AG;KANTON;Ehrendingen;AG;2018
Ehrendingen;GEMEINDE;Ehrendingen;AG;2018
705;WOHNEN;Ehrendingen;AG;2018
361;ARBEITSMARKT;Ehrendingen;AG;2018
99;BEVÖLKERUNG;Ehrendingen;AG;2018
353;STEUERBELASTUNG;Ehrendingen;AG;2018
487;ERREICHBARKEIT;Ehrendingen;AG;2018
591;VERSORGUNG;Ehrendingen;AG;2018
364;SICHERHEIT;Ehrendingen;AG;2018
533;RANG;Breitenbach;SO;2018
SO;KANTON;Breitenbach;SO;2018
Breitenbach;GEMEINDE;Breitenbach;SO;2018
887;WOHNEN;Breitenbach;SO;2018
522;ARBEITSMARKT;Breitenbach;SO;2018
469;BEVÖLKERUNG;Breitenbach;SO;2018
739;STEUERBELASTUNG;Breitenbach;SO;2018
621;ERREICHBARKEIT;Breitenbach;SO;2018
390;VERSORGUNG;Breitenbach;SO;2018
119;SICHERHEIT;Breitenbach;SO;2018
534;RANG;Geuensee;LU;2018
LU;KANTON;Geuensee;LU;2018
Geuensee;GEMEINDE;Geuensee;LU;2018
718;WOHNEN;Geuensee;LU;2018
367;ARBEITSMARKT;Geuensee;LU;2018
183;BEVÖLKERUNG;Geuensee;LU;2018
571;STEUERBELASTUNG;Geuensee;LU;2018
812;ERREICHBARKEIT;Geuensee;LU;2018
826;VERSORGUNG;Geuensee;LU;2018
73;SICHERHEIT;Geuensee;LU;2018
535;RANG;Seon;AG;2018
AG;KANTON;Seon;AG;2018
Seon;GEMEINDE;Seon;AG;2018
790;WOHNEN;Seon;AG;2018
605;ARBEITSMARKT;Seon;AG;2018
326;BEVÖLKERUNG;Seon;AG;2018
353;STEUERBELASTUNG;Seon;AG;2018
255;ERREICHBARKEIT;Seon;AG;2018
531;VERSORGUNG;Seon;AG;2018
260;SICHERHEIT;Seon;AG;2018
536;RANG;Amriswil;TG;2018
TG;KANTON;Amriswil;TG;2018
Amriswil;GEMEINDE;Amriswil;TG;2018
590;WOHNEN;Amriswil;TG;2018
490;ARBEITSMARKT;Amriswil;TG;2018
680;BEVÖLKERUNG;Amriswil;TG;2018
463;STEUERBELASTUNG;Amriswil;TG;2018
349;ERREICHBARKEIT;Amriswil;TG;2018
670;VERSORGUNG;Amriswil;TG;2018
496;SICHERHEIT;Amriswil;TG;2018
537;RANG;Dottikon;AG;2018
AG;KANTON;Dottikon;AG;2018
Dottikon;GEMEINDE;Dottikon;AG;2018
803;WOHNEN;Dottikon;AG;2018
494;ARBEITSMARKT;Dottikon;AG;2018
653;BEVÖLKERUNG;Dottikon;AG;2018
251;STEUERBELASTUNG;Dottikon;AG;2018
306;ERREICHBARKEIT;Dottikon;AG;2018
451;VERSORGUNG;Dottikon;AG;2018
37;SICHERHEIT;Dottikon;AG;2018
538;RANG;Vully-Les-Lacs;VD;2018
VD;KANTON;Vully-Les-Lacs;VD;2018
Vully-Les-Lacs;GEMEINDE;Vully-Les-Lacs;VD;2018
489;WOHNEN;Vully-Les-Lacs;VD;2018
171;ARBEITSMARKT;Vully-Les-Lacs;VD;2018
213;BEVÖLKERUNG;Vully-Les-Lacs;VD;2018
668;STEUERBELASTUNG;Vully-Les-Lacs;VD;2018
820;ERREICHBARKEIT;Vully-Les-Lacs;VD;2018
289;VERSORGUNG;Vully-Les-Lacs;VD;2018
779;SICHERHEIT;Vully-Les-Lacs;VD;2018
539;RANG;Novazzano;TI;2018
TI;KANTON;Novazzano;TI;2018
Novazzano;GEMEINDE;Novazzano;TI;2018
380;WOHNEN;Novazzano;TI;2018
558;ARBEITSMARKT;Novazzano;TI;2018
726;BEVÖLKERUNG;Novazzano;TI;2018
145;STEUERBELASTUNG;Novazzano;TI;2018
199;ERREICHBARKEIT;Novazzano;TI;2018
561;VERSORGUNG;Novazzano;TI;2018
765;SICHERHEIT;Novazzano;TI;2018
540;RANG;Gossau (SG);SG;2018
SG;KANTON;Gossau (SG);SG;2018
